,URL,ingredient
5,https://www.allrecipes.com/recipe/24930/lower-fat-banana-bread-ii/,1 tablespoon vegetable oil
6,https://www.allrecipes.com/recipe/24930/lower-fat-banana-bread-ii/,1 tablespoon vanilla extract
7,https://www.allrecipes.com/recipe/24930/lower-fat-banana-bread-ii/,1 3/4 cups all-purpose flour
8,https://www.allrecipes.com/recipe/24930/lower-fat-banana-bread-ii/,2 teaspoons baking powder
9,https://www.allrecipes.com/recipe/24930/lower-fat-banana-bread-ii/,1/2 teaspoon baking soda
10,https://www.allrecipes.com/recipe/24930/lower-fat-banana-bread-ii/,1/2 teaspoon salt
11,https://www.allrecipes.com/recipe/24930/lower-fat-banana-bread-ii/,1/3 cup chopped walnuts
0,https://www.allrecipes.com/recipe/42688/fluffy-canadian-pancakes/,1 cup all-purpose flour
1,https://www.allrecipes.com/recipe/42688/fluffy-canadian-pancakes/,1 tablespoon baking powder
2,https://www.allrecipes.com/recipe/42688/fluffy-canadian-pancakes/,1 cup milk
3,https://www.allrecipes.com/recipe/42688/fluffy-canadian-pancakes/,3 egg yolks
4,https://www.allrecipes.com/recipe/42688/fluffy-canadian-pancakes/,3 egg whites
0,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,12 links Johnsonville® Original breakfast sausage
1,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,"3 cups frozen country style shredded hash brown potatoes, thawed"
2,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,"3 tablespoons butter, melted"
3,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,1/8 teaspoon salt
4,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,1/8 teaspoon pepper
5,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,"6 eggs, lightly beaten"
6,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,2 cups shredded 4-cheese Mexican blend cheese
7,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,1/4 cup chopped red bell pepper
8,https://www.allrecipes.com/recipe/231510/amazing-muffin-cups/,chopped fresh chives or green onion
0,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,6 baking potatoes
1,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,1 pound ground pork sausage
2,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,2 tablespoons butter
3,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,"1 onion, sliced"
4,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,2 teaspoons seasoning salt
5,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,1 cup shredded Cheddar cheese
6,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,"12 eggs, lightly beaten"
7,https://www.allrecipes.com/recipe/34763/breakfast-casserole-iii/,salt and pepper to taste
0,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1/2 cup fresh blueberries
1,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1 5/8 cups all-purpose flour
2,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1/2 cup quick cooking oats
3,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1/2 cup chopped pecans
4,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1 teaspoon baking soda
5,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1/4 teaspoon salt
6,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1/2 cup shortening
7,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1 cup white sugar
8,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,2 eggs
9,https://www.allrecipes.com/recipe/7163/favorite-banana-blueberry-quick-bread/,1 cup mashed bananas
0,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,1 1/2 cups all-purpose flour
1,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,3 tablespoons white sugar
2,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,1/2 teaspoon salt
3,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,4 teaspoons baking powder
4,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,1 tablespoon ground cinnamon
5,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,"2 eggs, beaten"
6,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,1 cup milk
7,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,2 tablespoons corn syrup
8,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,"1/4 cup butter, melted"
9,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,1 tablespoon vanilla extract
10,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,2 cups confectioners' sugar
11,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,2 teaspoons vanilla extract
12,https://www.allrecipes.com/recipe/20140/cinnamon-griddle-cakes/,1 tablespoon milk
0,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,2 1/2 cups seasoned croutons
1,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,1 pound spicy pork sausage
2,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,4 eggs
3,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,2 1/4 cups milk
4,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,1 (10.75 ounce) can condensed cream of mushroom soup
5,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,"1 (10 ounce) package frozen chopped spinach - thawed, drained and squeezed dry"
6,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,"1 (4.5 ounce) can mushrooms, drained and chopped"
7,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,1 cup shredded sharp Cheddar cheese
8,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,1 cup shredded Monterey Jack cheese
9,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,1/4 teaspoon dry mustard
10,https://www.allrecipes.com/recipe/23905/make-ahead-breakfast-casserole/,"2 sprigs fresh parsley, for garnish"
0,https://www.allrecipes.com/recipe/17656/rich-and-delicious-banana-bread/,1/2 cup shortening
1,https://www.allrecipes.com/recipe/17656/rich-and-delicious-banana-bread/,1 cup white sugar
2,https://www.allrecipes.com/recipe/17656/rich-and-delicious-banana-bread/,1 1/2 cups all-purpose flour
3,https://www.allrecipes.com/recipe/17656/rich-and-delicious-banana-bread/,1 teaspoon baking soda
4,https://www.allrecipes.com/recipe/17656/rich-and-delicious-banana-bread/,1 teaspoon salt
5,https://www.allrecipes.com/recipe/17656/rich-and-delicious-banana-bread/,3 ripe bananas
0,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,3 cups shredded hash brown potatoes
1,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,"1/3 cup butter, melted"
2,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,seasoning salt to taste
3,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,1 cup diced cooked ham
4,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,1/4 cup chopped onion
5,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,1 cup shredded Cheddar cheese
6,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,2 eggs
7,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,1/2 cup milk
8,https://www.allrecipes.com/recipe/43475/hash-brown-quiche/,salt and pepper to taste
0,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,1 cup packed brown sugar
1,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,1/2 cup butter
2,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,2 tablespoons water
3,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,"1 (29 ounce) can sliced peaches, drained"
4,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,12 (3/4 inch thick) slices day-old French bread
5,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,5 eggs
6,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,1 tablespoon vanilla extract
7,https://www.allrecipes.com/recipe/72662/grandmas-peach-french-toast/,"1 pinch ground cinnamon, or to taste"
0,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,4 cups all-purpose flour
1,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,1 cup white sugar
2,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,1 teaspoon baking soda
3,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,2 teaspoons baking powder
4,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,1/2 teaspoon salt
5,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,3 eggs
6,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,1 pint sour cream
7,https://www.allrecipes.com/recipe/6750/irish-soda-bread-i/,1 cup raisins
0,https://www.allrecipes.com/recipe/23912/tater-tot-casserole-i/,1 pound ground pork breakfast sausage
1,https://www.allrecipes.com/recipe/23912/tater-tot-casserole-i/,2 cups shredded Cheddar cheese
2,https://www.allrecipes.com/recipe/23912/tater-tot-casserole-i/,2 cups milk
3,https://www.allrecipes.com/recipe/23912/tater-tot-casserole-i/,2 eggs
4,https://www.allrecipes.com/recipe/23912/tater-tot-casserole-i/,2 pounds tater tots
0,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,2 1/2 cups all-purpose flour
1,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,4 teaspoons baking powder
2,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,2 teaspoons ground cinnamon
3,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1 teaspoon ground allspice
4,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1 teaspoon ground ginger
5,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1/2 teaspoon salt
6,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1/4 cup packed brown sugar
7,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1 cup canned pumpkin
8,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,2 cups milk
9,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,"4 eggs, separated"
10,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,"1/4 cup butter, melted"
11,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,APPLE CIDER SYRUP
12,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1/2 cup white sugar
13,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1 tablespoon cornstarch
14,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1 teaspoon ground cinnamon
15,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1 cup apple cider
16,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,1 tablespoon lemon juice
17,https://www.allrecipes.com/recipe/65691/pumpkin-waffles-with-apple-cider-syrup/,2 tablespoons butter
0,https://www.allrecipes.com/recipe/93132/stovetop-granola/,1 tablespoon olive oil
1,https://www.allrecipes.com/recipe/93132/stovetop-granola/,2 cups rolled oats
2,https://www.allrecipes.com/recipe/93132/stovetop-granola/,1/3 cup butter
3,https://www.allrecipes.com/recipe/93132/stovetop-granola/,2 tablespoons honey
4,https://www.allrecipes.com/recipe/93132/stovetop-granola/,1/3 cup packed brown sugar
5,https://www.allrecipes.com/recipe/93132/stovetop-granola/,1/2 cup chopped almonds
6,https://www.allrecipes.com/recipe/93132/stovetop-granola/,1/3 cup dried cranberries
0,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,4 cups rolled oats
1,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,1 cup sliced almonds
2,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,1 cup chopped pecans
3,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,1 cup raw sunflower seeds
4,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,1/3 cup canola oil
5,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,1/2 cup honey
6,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,1 teaspoon vanilla extract
7,https://www.allrecipes.com/recipe/21208/honey-nut-granola/,1 tablespoon ground cinnamon
0,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,1 cup all-purpose flour
1,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,2 tablespoons brown sugar
2,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,2 teaspoons baking powder
3,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,1 teaspoon salt
4,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,1 egg
5,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,1 cup milk
6,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,2 tablespoons vegetable oil
7,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,2 tablespoons vanilla extract
8,https://www.allrecipes.com/recipe/84892/strawberry-vanilla-pancakes/,1 cup chopped fresh strawberries
0,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,2 eggs
1,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,1 cup torn baby spinach leaves
2,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,1 1/2 tablespoons grated Parmesan cheese
3,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,1/4 teaspoon onion powder
4,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,1/8 teaspoon ground nutmeg
5,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,salt and pepper to taste
0,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,2 tablespoons all-purpose flour
1,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,1/2 teaspoon salt
2,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,1 cup half-and-half
3,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,3 eggs
4,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,2 slices Swiss cheese
5,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,1 recipe pastry for a 9 inch single crust pie
6,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,1/2 cup chopped fresh spinach
7,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,1/2 cup canned mushrooms
8,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,"1 (4.5 ounce) can ham, flaked"
9,https://www.allrecipes.com/recipe/12221/ham-and-cheese-quiche/,1/2 cup shredded Cheddar cheese
0,https://www.allrecipes.com/recipe/20918/fast-and-easy-pancakes/,2 cups milk
1,https://www.allrecipes.com/recipe/20918/fast-and-easy-pancakes/,3/4 cup white sugar
2,https://www.allrecipes.com/recipe/20918/fast-and-easy-pancakes/,2 eggs
3,https://www.allrecipes.com/recipe/20918/fast-and-easy-pancakes/,1 teaspoon vegetable oil
4,https://www.allrecipes.com/recipe/20918/fast-and-easy-pancakes/,1 teaspoon vanilla extract
5,https://www.allrecipes.com/recipe/20918/fast-and-easy-pancakes/,2 cups all-purpose flour
6,https://www.allrecipes.com/recipe/20918/fast-and-easy-pancakes/,1 1/2 tablespoons baking powder
0,https://www.allrecipes.com/recipe/25216/banana-crepes/,1 cup all-purpose flour
1,https://www.allrecipes.com/recipe/25216/banana-crepes/,1/4 cup confectioners' sugar
2,https://www.allrecipes.com/recipe/25216/banana-crepes/,2 eggs
3,https://www.allrecipes.com/recipe/25216/banana-crepes/,1 cup milk
4,https://www.allrecipes.com/recipe/25216/banana-crepes/,"3 tablespoons butter, melted"
5,https://www.allrecipes.com/recipe/25216/banana-crepes/,1 teaspoon vanilla extract
6,https://www.allrecipes.com/recipe/25216/banana-crepes/,1/4 teaspoon salt
7,https://www.allrecipes.com/recipe/25216/banana-crepes/,1/4 cup butter
8,https://www.allrecipes.com/recipe/25216/banana-crepes/,1/4 cup packed brown sugar
9,https://www.allrecipes.com/recipe/25216/banana-crepes/,1/4 teaspoon ground cinnamon
10,https://www.allrecipes.com/recipe/25216/banana-crepes/,1/4 teaspoon ground nutmeg
11,https://www.allrecipes.com/recipe/25216/banana-crepes/,1/4 cup half-and-half cream
12,https://www.allrecipes.com/recipe/25216/banana-crepes/,"6 bananas, halved lengthwise"
13,https://www.allrecipes.com/recipe/25216/banana-crepes/,1 1/2 cups whipped heavy cream
14,https://www.allrecipes.com/recipe/25216/banana-crepes/,1 pinch ground cinnamon
0,https://www.allrecipes.com/recipe/6724/zucchini-bread/,3 cups all-purpose flour
1,https://www.allrecipes.com/recipe/6724/zucchini-bread/,3 eggs
2,https://www.allrecipes.com/recipe/6724/zucchini-bread/,2 cups white sugar
3,https://www.allrecipes.com/recipe/6724/zucchini-bread/,1 cup vegetable oil
4,https://www.allrecipes.com/recipe/6724/zucchini-bread/,2 cups grated zucchini
5,https://www.allrecipes.com/recipe/6724/zucchini-bread/,1 cup semisweet chocolate chips
6,https://www.allrecipes.com/recipe/6724/zucchini-bread/,1 teaspoon ground cinnamon
7,https://www.allrecipes.com/recipe/6724/zucchini-bread/,1 teaspoon baking soda
8,https://www.allrecipes.com/recipe/6724/zucchini-bread/,1/4 teaspoon baking powder
9,https://www.allrecipes.com/recipe/6724/zucchini-bread/,1/2 cup sour cream
0,https://www.allrecipes.com/recipe/21553/sausage-brunch-casserole/,1 1/2 pounds ground pork sausage
1,https://www.allrecipes.com/recipe/21553/sausage-brunch-casserole/,1 (8 ounce) package refrigerated crescent roll dough
2,https://www.allrecipes.com/recipe/21553/sausage-brunch-casserole/,2 cups mozzarella cheese
3,https://www.allrecipes.com/recipe/21553/sausage-brunch-casserole/,"4 eggs, beaten"
4,https://www.allrecipes.com/recipe/21553/sausage-brunch-casserole/,3/4 cup milk
5,https://www.allrecipes.com/recipe/21553/sausage-brunch-casserole/,salt and pepper to taste
0,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,2 cups all-purpose flour
1,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,2 tablespoons brown sugar
2,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1 tablespoon white sugar
3,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,2 teaspoons baking powder
4,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1 teaspoon baking soda
5,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1/2 teaspoon salt
6,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1 cup pumpkin puree
7,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1 teaspoon ground cinnamon
8,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1/2 teaspoon ground ginger
9,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1/2 teaspoon ground allspice
10,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1 egg
11,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1 1/2 cups milk
12,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,2 tablespoons vegetable oil
13,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,2 tablespoons lemon juice
14,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,2 teaspoons grated lemon zest
15,https://www.allrecipes.com/recipe/219167/chef-johns-pumpkin-pancakes/,1 teaspoon vegetable oil
0,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1/2 cup shortening
1,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,3/4 cup white sugar
2,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,2 eggs
3,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1 cup mashed bananas
4,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1 teaspoon vanilla extract
5,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1 1/2 cups all-purpose flour
6,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1/2 teaspoon baking soda
7,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1/2 teaspoon salt
8,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1/2 cup quick cooking oats
9,https://www.allrecipes.com/recipe/24575/oatmeal-banana-nut-bread/,1/2 cup chopped walnuts
0,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,1/4 cup butter
1,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,"1 small onion, chopped"
2,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,1 1/2 cups shredded Cheddar cheese
3,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,1 (12 ounce) can sliced mushrooms
4,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,1 (6 ounce) can sliced black olives
5,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,chopped cooked ham (optional)
6,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,sliced jalapeno peppers (optional)
7,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,"12 eggs, scrambled"
8,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,1/2 cup milk
9,https://www.allrecipes.com/recipe/77237/baked-omelet-squares/,"1/2 teaspoon salt and pepper, to taste"
0,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,1 1 (9 inch) unbaked pie crust (see footnote for recipe link)
1,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,"8 slices bacon, cut into 1 inch pieces"
2,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,1/2 cup chopped leeks (white and pale green parts only)
3,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,1/2 cup chopped onion
4,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,salt and freshly ground black pepper to taste
5,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,"1 pinch cayenne pepper, or more to taste"
6,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,3 eggs
7,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,2 egg yolks
8,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,1 cup heavy cream
9,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,3/4 cup milk
10,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,1 teaspoon chopped fresh thyme
11,https://www.allrecipes.com/recipe/223196/chef-johns-quiche-lorraine/,6 ounces shredded Gruyere cheese
0,https://www.allrecipes.com/recipe/24156/potato-skillet/,4 slices bacon
1,https://www.allrecipes.com/recipe/24156/potato-skillet/,2 peeled and diced potatoes
2,https://www.allrecipes.com/recipe/24156/potato-skillet/,1/8 teaspoon garlic salt
3,https://www.allrecipes.com/recipe/24156/potato-skillet/,1/8 teaspoon seasoning salt
4,https://www.allrecipes.com/recipe/24156/potato-skillet/,1/8 teaspoon black pepper
5,https://www.allrecipes.com/recipe/24156/potato-skillet/,"3 eggs, beaten"
6,https://www.allrecipes.com/recipe/24156/potato-skillet/,1/4 cup shredded Cheddar cheese
0,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,"3/4 cup butter, melted"
1,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,1 cup brown sugar
2,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,1 teaspoon ground cinnamon
3,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,2 (21 ounce) cans apple pie filling
4,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,20 slices white bread
5,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,6 eggs
6,https://www.allrecipes.com/recipe/17063/overnight-apple-cinnamon-french-toast/,1 1/2 cups milk
